Name of the interviewer,Select village,What category of respondent are you interviewing?,"1. Introduce yourself (say your name and where you have come from)
2. Introduce the project, stating that it is a stuent project and that you are mainly interested in their preferences for different meat, including beef and chicken.
3. Hand out the consent form. Continue if they agree to partake and thus sign the form.",What is the respondent's sex?,What is the respondent's ethnicity?,What is the year of birth of the respondent?,African brush-tailed porcupine,African buffalo,African civet (bush dog),African clawless otter,African dwarf crocodile,African elephant,African golden cat,African palm civet (civet),African palm weevil,African slender-snouted crocodile,Aquatic snails (nkonkor),Ball python,Bat,Bates' pygmy antelope,Bay duiker,Beef (cow),Black guineafowl,Black-bellied pangolin,Blue duiker (frutambo),Bushfowl,Calabar angwantibo,Cameroon red-eared monkey,Carp,Catfish,Central African rock python,Chameleon,Chicken,Chicken egg,Chimpanzee,Cobra,Common periwinkle,Cricket,Cross River gorilla,Crowned monkey,Cusimanse,Dog,Dried anchovies,Drill,Duck,Eagle,Freshwater crab,Freshwater shrimp and prawn,Frog and toads,Gaboon viper,Galago (or bushbaby),Genet (crested and Cape),Giant ground pangolin,Giant land snail,Giant pouched rat,Goat,Grasshopper,Greater cane rat (cutting grass),Guinea-pig,Harnessed bushbuck,Hawk and Kite,Helmeted guineafowl,Hornbill,Hyrax,Leopard,Lobster,Mamba,Mona monkey,Mongoose,Nile crocodile,Nile Monitor,Ogilby's duiker,Owl,Parrot,Patas monkey,Pigeon,Pork,Potto,Preuss's monkey,Preuss's red colobus (Colobus monkey),Putty-nosed monkey,Rabbit,Ratel (honey badger),Red river hog,Red-capped mangabey,Sardine and pilchard,Sclater's monkey,Sheep,Shrew (okornor),Sitatunga,Small bird,Spotted-necked otter,Squirrel,Stock fish,Termite,Tilapia,Tortoise,Turaco,Turkey,Turtle,Vulture,Water chevrotain,West African mackerel (ice fish),White-bellied pangolin,Yellow-backed duiker,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Ebri,Ifumkpa,Household,Yes,Female,Ejagham,1990,10,999,999,999,6,999,999,10,999,999,9,6,1,3,999,9,999,10,9,999,999,8,5,10,999,999,7,7,999,999,4,999,999,8,2,999,5,8,999,999,3,7,999,6,999,10,999,4,2,7,999,10,999,9,999,6,1,6,999,999,6,8,999,999,10,9,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,4,9,1,999,999,3,3,999,7,999,999,999,999,8,999,10,999,182836514,2064f4f4-e0fe-4d5c-8382-8c65d3ea521a,09/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,143
Ebri,Iko Esai,Household,Yes,Female,Ejagham,1990,10,999,999,999,999,999,999,10,999,999,5,10,999,999,999,10,999,10,999,8,999,999,10,10,999,999,10,10,999,999,10,999,999,999,10,10,5,999,9,999,10,10,999,999,999,10,999,10,10,10,999,10,999,9,999,10,999,999,999,5,999,999,999,999,10,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,999,999,8,999,10,10,10,999,999,999,10,999,999,999,999,10,999,183360166,85511d02-b6ec-49af-a4a9-3061a2f31239,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,158
Dominic,Agoi Ibami,Market,Yes,Female,Yakurr,1990,9,999,4,999,999,999,999,999,999,999,999,999,999,3,3,3,999,999,999,999,999,999,8,8,7,999,9,6,999,999,2,999,999,999,999,10,2,999,999,999,7,9,999,999,999,999,999,10,5,8,999,9,999,3,999,999,999,999,999,7,999,999,999,999,999,5,999,999,999,999,7,999,999,999,999,999,999,6,999,9,999,999,999,999,999,999,999,4,999,999,999,999,999,999,999,999,6,999,999,183369319,49f92803-2027-4f29-906a-5e1af027cfcb,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,214
Ben,Agoi Ibami,Hunter,Yes,Male,Yakurr,1990,10,999,10,10,10,999,10,10,10,10,4,10,999,9,10,6,10,10,9,6,6,10,10,10,10,999,9,9,999,9,8,999,999,10,10,10,9,10,4,10,9,10,999,8,999,10,999,6,9,8,999,8,999,8,6,10,6,999,999,10,4,10,10,999,9,9,4,999,999,8,10,999,999,999,10,999,999,10,999,9,999,999,999,999,999,10,8,8,9,9,8,9,999,999,999,999,9,10,999,183501843,e0181825-07b8-4449-85bd-08544fdd739f,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,236
Dominic,Ochon,Market,Yes,Female,Other,1990,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,6,8,999,999,9,6,999,999,3,999,999,999,999,10,1,999,999,999,3,9,999,999,999,999,999,8,7,8,999,9,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,7,1,999,2,999,999,999,999,999,8,999,999,183720293,d5ecbab7-bdd2-44e6-833b-479dfa55f6e5,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,245
Dominic,Abo Ogbagante,Market,Yes,Female,Boki,1990,9,999,999,999,999,999,999,999,999,999,999,999,999,999,6,6,999,9,999,999,999,999,4,5,999,999,10,9,999,999,999,999,999,999,999,5,1,999,999,999,999,999,999,999,999,999,999,5,6,8,999,8,999,4,999,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,5,999,999,999,999,999,999,999,999,999,4,2,999,999,999,999,999,999,999,6,9,999,184270060,4046ce00-86a3-4944-ba0b-09beaf6ae51c,14/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,264
Ebri,Bamba,Household,Yes,Female,Boki,1990,10,999,999,999,2,999,999,2,999,999,8,7,5,5,9,10,999,9,999,999,999,9,10,10,7,999,9,6,999,999,2,999,999,999,3,999,6,999,1,999,2,3,999,3,999,1,999,8,6,9,999,7,999,8,999,999,999,999,999,5,999,2,999,5,999,8,999,999,999,999,9,999,999,999,999,999,999,10,999,999,999,999,5,999,999,999,999,6,999,999,999,999,999,999,999,3,9,9,999,184791612,44c8aedc-a706-401e-b5f8-526a3a1864d8,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,286
Dominic,Bamba,Market,Yes,Male,Igbo,1990,9,999,999,999,8,999,999,9,999,999,8,999,999,9,999,10,999,9,9,9,999,999,10,10,999,999,9,10,999,999,8,9,999,10,999,10,999,999,999,999,999,10,999,999,9,999,999,9,10,10,999,9,999,999,999,999,999,999,999,999,999,999,999,999,8,9,999,999,999,999,10,999,999,999,999,10,999,9,10,999,999,9,999,999,999,999,9,10,10,999,8,999,999,999,999,9,10,10,999,184795196,93d6e023-90b9-4446-8861-e83008d0a5cf,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,292
Dominic,Bamba,Market,Yes,Female,Igbo,1990,5,999,999,999,999,999,999,2,999,999,9,999,999,999,999,3,999,999,2,2,999,999,8,10,999,999,6,7,999,999,4,2,999,999,4,4,5,999,4,999,1,10,8,999,999,999,999,10,1,3,3,6,999,999,999,999,999,999,999,999,999,999,999,999,4,999,999,999,999,999,3,999,999,999,999,7,999,2,999,999,999,999,999,999,999,999,999,4,10,999,999,999,9,999,999,999,5,3,999,184795203,052acfad-2ffc-4168-a6e2-80950fab00d8,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,293
Ben,Abo Ogbagante,Hunter,Yes,Male,Boki,1990,10,999,999,999,999,999,999,8,8,9,4,9,999,999,999,8,999,10,5,999,999,9,10,10,10,999,9,10,999,999,5,999,999,999,999,10,5,9,999,999,1,7,999,9,999,999,999,8,9,5,999,10,999,999,999,999,999,999,999,5,6,999,999,999,9,5,999,999,999,999,7,999,999,999,6,999,999,10,999,5,999,999,999,999,999,999,5,10,10,999,9,999,999,999,999,999,8,10,999,184801136,10d25c4d-bb6c-437d-9789-10249049aaf3,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,306
Ben,Bamba,Hunter,Yes,Male,Boki,1990,10,999,999,999,999,999,999,999,999,999,10,10,999,6,4,4,999,9,8,999,999,8,9,10,10,999,10,9,999,999,8,999,999,9,8,8,2,999,5,6,3,7,999,10,999,999,999,10,10,8,999,10,999,999,999,999,999,999,999,8,7,999,999,999,8,9,999,999,999,999,9,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,7,5,6,8,6,8,999,999,999,10,10,9,999,184801227,8ec65e13-9d7a-4f16-ac3a-4ecca9da7ba4,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,320
Dominic,Butatong,Market,Yes,Female,Boki,1990,8,999,10,999,999,999,999,999,999,9,999,999,999,999,999,7,999,999,999,999,999,999,8,8,999,999,9,9,999,999,9,999,999,999,999,999,999,999,999,999,10,8,999,999,999,999,999,999,999,7,999,8,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,9,8,10,999,999,999,999,999,999,999,9,8,999,185099330,ff0631fd-8c46-418d-b7ad-bd643de27e88,16/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,321
Dominic,Butatong,Market,Yes,Male,Boki,1990,10,999,999,999,2,3,999,999,1,1,3,999,999,5,5,5,5,9,5,5,5,999,999,9,999,999,9,7,999,999,2,999,999,999,999,6,1,999,999,999,999,10,999,999,999,999,999,9,8,6,999,9,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,6,1,4,2,999,999,999,999,999,5,9,999,185099430,6715b9f3-0b7f-4fcf-9202-daf5f12883ce,16/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,330
Dominic,Okwangwo,Market,Yes,Female,Boki,1990,10,3,3,999,4,3,999,7,999,4,3,7,3,7,7,4,5,10,5,4,5,5,6,9,4,999,9,8,999,4,3,2,999,999,3,9,2,999,999,999,3,4,999,4,5,5,999,5,5,5,999,9,999,8,999,7,7,999,5,6,6,999,999,999,999,5,999,999,999,999,6,6,5,6,4,999,999,7,6,999,999,999,999,999,999,999,999,5,3,999,5,4,5,2,999,3,5,10,999,187221508,6e7eb4ab-dff7-4ca1-90ae-6b18bd35c2ed,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,350
Dominic,Okwa I,Market,Yes,Female,Boki,1990,2,999,999,3,999,4,9,8,9,5,8,6,999,10,10,6,999,10,7,999,999,3,1,3,10,999,6,10,3,2,10,999,3,5,6,10,1,10,9,10,1,1,999,2,5,999,3,10,7,999,999,10,999,999,999,8,8,7,999,10,9,2,4,999,10,8,999,999,999,999,999,9,5,3,3,999,10,10,4,999,999,5,5,999,999,9,7,1,999,999,9,3,999,999,999,3,10,4,999,187221554,bec1a9ec-5c1b-4f23-9ee4-50cd94d5d547,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,354
Dominic,Okwa II,Market,Yes,Female,Boki,1990,1,999,999,999,999,999,999,999,7,999,999,10,999,999,999,9,999,6,999,999,999,999,3,999,999,999,7,9,999,999,999,999,999,999,999,999,4,999,7,999,6,4,999,10,999,999,999,1,5,1,999,3,999,999,999,999,999,999,999,6,10,999,999,999,4,5,999,999,999,999,9,999,999,999,999,999,999,3,999,999,999,999,999,999,999,999,999,9,999,10,9,999,999,999,999,999,8,999,999,187221884,815d9f00-4910-4aa6-b322-c1a44583e681,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,385
Dominic,Utanga,Market,Yes,Female,Other,1990,9,999,999,999,999,999,999,999,999,999,8,999,10,10,999,10,999,999,8,999,999,999,8,8,999,999,9,10,999,999,8,9,999,999,999,999,9,999,999,999,8,10,9,999,999,999,999,8,2,8,8,9,999,999,999,10,999,999,999,9,999,999,999,999,2,2,999,999,999,999,8,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,2,2,8,999,999,10,999,999,999,7,999,999,187221983,b26296a7-8aac-498e-af96-94871b1d3393,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,398
Ebri,Butatong,Household,Yes,Female,Boki,1990,10,10,999,999,6,9,999,3,999,999,8,7,5,999,3,9,999,999,8,10,5,999,8,10,5,999,10,7,999,999,999,999,999,999,999,999,10,999,5,999,2,5,999,9,999,999,999,1,999,2,999,10,999,4,999,9,1,999,999,999,6,999,999,999,9,7,999,999,999,999,3,4,999,999,999,3,999,10,999,999,999,999,999,999,999,999,5,4,9,999,999,999,4,10,999,999,5,10,999,187240894,0d2b3fdf-e15f-4bab-a2e7-03ed3db1b573,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,411
Ebri,Okwa I,Household,Yes,Female,Boki,1990,10,7,999,999,8,4,999,9,999,999,2,6,999,2,5,10,999,10,5,9,6,999,10,10,5,999,9,10,999,2,5,999,999,999,6,10,6,999,999,999,8,10,999,6,4,999,999,999,6,3,4,9,999,7,999,999,999,1,1,8,7,4,999,999,3,8,999,999,999,999,7,4,999,999,999,6,999,10,999,999,999,999,999,999,999,999,999,6,999,999,7,999,999,999,999,1,9,6,999,187241677,5362f463-4cf9-4e20-9b31-10920b5fa492,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,438
Ben,Okwangwo,Hunter,Yes,Male,Boki,1990,10,999,8,999,10,7,999,5,999,7,6,7,1,4,4,4,8,10,999,4,999,9,1,6,7,999,8,6,9,7,999,999,9,9,3,9,999,9,3,999,5,8,999,7,4,8,10,8,7,9,999,8,999,999,999,4,6,999,999,8,7,9,999,999,3,9,999,999,999,999,5,999,999,9,9,999,999,10,9,999,999,999,999,999,999,999,5,2,999,3,8,4,4,5,999,10,9,10,999,187290169,1791aed9-8cbd-4b04-9281-292d326d9b73,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,492
Ben,Okwangwo,Hunter,Yes,Male,Boki,1990,8,999,6,999,9,999,999,7,9,3,3,5,999,4,1,6,10,10,999,999,5,999,3,3,5,9,2,10,999,5,999,999,999,999,999,1,999,999,5,999,10,10,999,5,5,5,999,5,2,8,999,1,999,999,999,999,10,999,999,10,5,7,999,999,10,1,9,999,999,999,7,999,999,999,999,999,999,4,999,5,999,999,4,999,999,999,5,10,999,999,5,10,999,10,999,3,10,5,999,187290202,93dce348-b3ce-43a7-a6ba-623e31ec61af,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,498
Ben,Mkpot 1,Hunter,Yes,Male,Ejagham,1991,10,999,999,8,5,9,999,9,999,5,4,8,999,2,5,3,5,10,5,999,5,8,9,9,10,999,5,5,999,999,8,999,999,999,5,8,8,10,999,999,5,10,999,9,999,8,999,8,9,5,999,8,999,999,999,8,5,999,999,10,9,9,5,999,5,5,999,999,999,999,8,2,999,999,9,999,999,10,10,9,999,999,8,999,999,999,8,9,9,9,9,9,999,999,999,999,9,10,999,177420312,29c54b15-577e-4c11-a236-f2ff47f4ad15,21/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,46
Dominic,Mkpot 1,Market,Yes,Female,Ejagham,1991,10,999,999,999,999,999,999,10,3,999,3,999,1,999,5,10,999,10,999,999,999,2,10,3,999,999,10,4,999,999,10,999,999,999,3,10,10,1,999,999,6,4,999,999,999,10,10,3,2,999,999,2,999,999,999,999,999,999,999,10,999,2,999,999,999,999,999,999,999,999,999,999,2,999,1,999,999,1,1,999,999,999,999,999,999,999,999,10,10,999,10,999,999,999,999,999,4,999,999,177435448,7bb452c2-a043-486e-a6dc-e43d882d28c7,21/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,49
Ebri,Mkpot 1,Household,Yes,Female,Ejagham,1991,10,999,999,999,999,10,999,999,999,7,999,10,7,999,999,9,999,10,8,999,10,10,5,2,10,999,10,10,999,999,1,999,999,999,10,999,10,5,9,999,10,999,999,10,3,7,999,5,10,7,999,10,999,999,999,10,3,999,999,999,999,6,999,999,7,4,999,999,999,999,999,7,999,3,999,999,999,10,999,999,999,999,999,999,1,999,7,10,1,999,9,999,999,5,999,4,999,10,999,177721063,bdcb3994-1cf6-45a4-be60-97c5a33a0185,22/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,85
Dominic,Okwa I,Market,Yes,Female,Boki,1991,999,999,999,999,999,999,999,9,999,999,999,5,999,999,999,6,999,5,8,999,999,999,10,1,999,999,6,6,999,999,999,999,999,999,999,999,999,999,999,6,999,2,999,3,999,999,999,4,999,999,999,7,999,999,999,4,999,999,999,10,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,999,999,187221704,c3f5afbe-8d30-4f21-8aae-5326d74ab7eb,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,366
Dominic,Okwa II,Market,Yes,Female,Boki,1991,10,9,999,999,999,999,999,5,9,999,10,10,999,999,999,8,999,9,999,999,7,9,5,8,10,999,6,6,999,7,10,999,999,999,8,10,999,999,3,999,3,5,1,10,999,999,999,9,5,999,999,6,999,999,999,999,999,999,999,6,10,9,999,999,6,10,999,999,999,999,8,6,9,999,10,999,999,5,2,999,999,999,2,999,999,6,999,5,9,7,5,999,4,999,999,999,6,9,999,187221822,3af99bc6-6f01-4fd5-8fb8-c81611c9a554,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,377
Ebri,Butatong,Household,Yes,Female,Idoma,1991,10,999,999,999,999,999,1,6,999,999,3,6,999,6,2,2,999,10,999,999,999,3,10,10,5,999,5,9,999,999,999,8,999,9,2,1,9,999,999,999,3,10,6,2,8,999,999,5,1,3,2,10,999,6,999,999,999,999,999,999,999,1,999,999,999,2,999,999,999,999,2,999,999,999,999,7,999,999,999,999,999,999,999,999,999,999,7,8,10,999,6,999,999,999,999,1,4,10,999,187240718,52c01e04-b9ca-46e5-b680-44d9d86315fa,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,404
Ebri,Butatong,Household,Yes,Female,Boki,1991,999,999,1,999,999,999,999,7,8,999,1,999,2,999,1,5,2,999,4,5,999,999,5,8,3,999,999,2,1,1,8,1,9,999,999,3,6,999,1,999,5,1,6,1,2,6,999,5,3,2,1,999,999,1,3,4,999,999,999,4,3,2,6,5,6,1,7,2,999,999,8,2,999,999,999,999,999,3,999,999,999,999,999,999,999,999,1,1,999,999,5,999,1,999,999,999,10,999,1,187240870,4b6cffd4-4395-4192-90f1-ce7ae2343672,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,410
Ebri,Butatong,Household,Yes,Female,Boki,1991,10,999,999,999,999,999,999,7,999,999,1,10,7,999,10,9,999,10,8,4,8,999,8,8,9,999,5,9,999,999,999,999,999,999,999,999,8,999,9,999,9,10,999,6,2,3,999,10,999,10,999,10,999,9,999,10,1,999,999,999,8,999,999,999,10,8,999,999,999,999,5,999,999,999,999,10,999,10,999,999,999,999,999,999,999,999,7,9,6,999,999,999,8,999,999,999,3,9,999,187240931,a88d6db6-5805-4c7c-b261-5015043afec4,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,412
Ebri,Okwangwo,Household,Yes,Female,Boki,1991,10,999,999,999,8,9,999,10,999,10,9,2,1,7,8,10,999,10,9,999,999,9,10,10,8,999,10,10,999,6,5,999,999,10,10,2,4,5,999,999,7,10,999,7,999,999,999,999,10,10,999,7,999,999,999,2,6,999,10,3,9,9,999,10,999,999,999,999,999,999,3,9,999,999,999,999,999,10,999,999,999,999,9,999,999,999,3,6,999,999,9,999,4,5,999,3,999,10,999,187241628,f561701e-95e0-472a-a2ac-941b8968de5c,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,429
Ben,Okwangwo,Hunter,Yes,Male,Boki,1991,6,999,1,999,9,999,999,5,9,9,4,8,999,9,6,10,999,999,7,999,999,999,4,4,8,999,4,3,5,999,4,999,999,5,1,8,2,999,4,999,3,2,999,8,999,999,999,4,999,10,999,10,999,10,7,999,999,999,999,3,8,5,999,999,8,6,999,999,999,999,5,999,999,5,5,10,999,7,5,999,999,999,10,999,999,999,1,2,999,999,999,999,999,999,999,6,8,999,999,187290191,f9900c43-3ede-4dc3-8a17-63ebe8f0227f,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,496
Ben,Okwa II,Hunter,Yes,Male,Boki,1991,10,5,999,999,7,10,999,10,999,7,9,9,8,999,9,10,999,10,10,10,8,10,10,10,9,999,10,10,999,1,8,999,10,10,10,1,9,2,9,999,8,10,999,9,1,4,10,10,10,10,999,999,999,999,999,9,8,10,999,8,10,10,10,999,10,9,999,999,999,999,10,9,999,9,10,999,999,10,10,999,999,999,5,999,999,999,9,10,999,10,10,9,3,10,999,999,8,10,999,187290450,9a41f9ad-3ede-408f-8542-042303556dd4,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,535
Dominic,Mkpot 1,Market,Yes,Male,Ejagham,1992,7,999,999,999,999,999,999,999,999,999,999,8,999,999,999,8,999,999,6,999,999,999,6,8,9,999,10,9,999,999,2,999,999,999,999,9,999,999,999,999,9,9,999,9,6,999,999,9,8,7,999,6,999,999,999,999,999,999,999,999,999,5,999,999,999,6,999,999,999,999,6,3,999,999,999,999,999,5,999,3,999,999,999,999,999,999,999,2,1,999,999,999,999,999,999,999,999,999,999,177435468,051a9fba-540a-42e1-b3d4-203e4df36ac5,21/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,59
Dominic,Mkpot 1,Market,Yes,Male,Ibibio,1992,8,999,999,999,999,999,999,999,3,999,999,6,999,999,999,999,999,9,6,999,999,999,8,8,999,999,10,10,999,999,2,999,999,999,999,10,999,999,999,999,999,9,9,999,999,999,999,10,9,9,999,9,999,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2,1,8,3,999,999,999,999,999,7,999,999,177435472,67e8f9d9-d962-426e-8089-e4336a617be2,21/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,62
Ebri,Mkpot 1,Household,Yes,Female,Ejagham,1992,10,999,999,999,999,999,999,999,999,8,8,9,1,999,999,999,999,10,999,999,4,10,10,3,7,999,8,10,999,10,5,999,999,999,10,6,1,9,999,999,1,5,999,999,999,7,10,6,10,7,999,9,999,999,999,8,6,999,999,4,999,10,999,999,10,9,999,999,999,999,6,999,999,999,8,4,999,10,999,999,999,999,10,999,999,999,7,2,10,999,7,999,999,999,999,999,999,10,999,177721051,dff36765-31ab-4fe8-aac9-c4f364ee1927,22/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,83
Ebri,Aningeje,Household,Yes,Male,Ejagham,1992,10,999,999,999,7,999,7,4,999,1,10,999,999,7,7,1,999,10,10,999,8,10,10,10,999,999,10,5,999,999,10,10,999,10,10,9,10,8,999,999,1,10,999,999,999,7,999,10,10,10,999,10,999,2,999,999,999,2,999,10,999,10,999,999,10,6,999,999,999,999,5,7,999,999,2,1,999,2,999,999,999,999,10,1,2,999,2,10,999,999,10,999,9,999,999,4,999,10,999,181085923,c1e5f880-fb8b-4cf2-8bac-302c22fa2852,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,87
Ben,Aningeje,Hunter,Yes,Male,Ejagham,1992,6,999,999,999,999,999,999,999,999,999,10,999,999,999,999,8,4,5,999,999,999,999,10,10,999,999,4,10,999,999,10,999,999,999,6,999,999,8,2,999,8,10,999,999,999,999,999,10,999,3,999,10,999,9,999,999,999,10,999,10,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,999,999,9,999,999,999,999,9,999,999,999,5,10,1,999,7,999,9,7,999,999,999,5,999,181085941,156b7a05-fc6f-42c4-9f91-d56344b91f0e,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,89
Ben,Ifumkpa,Hunter,Yes,Male,Ejagham,1992,10,999,999,999,999,999,999,7,8,8,5,9,999,8,8,8,2,10,5,999,999,8,8,10,9,999,10,10,999,999,9,999,999,999,999,9,10,999,999,999,8,10,999,999,999,999,999,10,8,8,999,10,999,7,999,9,999,999,999,10,999,9,999,999,7,5,999,999,999,999,8,999,999,999,8,999,999,10,999,10,999,999,999,999,999,999,10,10,10,9,5,999,999,999,999,4,9,10,999,182830016,836d8c2c-ab3f-4eac-beaa-2767b91616e5,09/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,132
Ebri,Iko Esai,Household,Yes,Female,Ejagham,1992,10,999,999,999,8,999,4,4,999,10,10,4,999,9,1,10,999,10,10,5,7,5,10,10,4,999,9,1,999,4,8,999,999,1,1,999,2,3,5,999,5,10,999,10,7,1,999,4,10,7,999,1,999,6,1,5,7,1,999,10,10,1,999,999,4,10,2,999,999,999,5,7,999,999,999,999,999,6,999,5,999,999,10,999,1,999,1,6,999,999,3,999,999,10,999,999,5,10,999,183360179,9432dfd9-31c7-4f92-83b6-ca5bbd23dc88,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,163
Ebri,Agoi Ibami,Household,Yes,Female,Yakurr,1992,10,999,999,999,999,999,999,999,999,999,4,999,999,999,999,999,999,999,999,999,999,999,7,9,999,999,6,6,999,999,6,999,999,999,6,999,6,1,3,999,4,3,999,999,999,999,999,6,8,6,999,10,999,999,999,10,999,999,999,3,999,999,999,999,999,999,999,999,999,999,5,999,999,999,999,999,999,8,999,999,999,999,2,999,999,999,999,2,999,999,1,999,10,1,999,999,10,10,999,183360205,6c0b70d4-d136-4bcd-bee9-bc3f862b384a,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,176
Dominic,Obung,Market,Yes,Female,Ibibio,1992,10,999,999,999,10,3,9,9,999,10,6,999,999,999,7,7,999,10,999,999,999,6,5,5,1,999,6,5,7,999,6,999,999,999,999,8,999,999,8,999,2,10,999,999,999,999,10,5,999,7,999,10,999,999,999,9,999,999,999,2,999,999,999,999,10,4,999,999,999,999,999,999,999,999,999,999,999,9,6,999,999,999,999,999,999,999,999,1,5,999,999,999,999,999,999,999,8,10,999,183369164,a91699bc-e787-4f2e-a7c2-72a69deeff66,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,178
Dominic,Agoi Ibami,Market,Yes,Female,Other,1992,7,999,999,999,999,999,999,999,999,999,10,6,999,999,999,10,999,999,7,999,999,999,10,10,6,999,10,10,999,999,10,999,999,999,999,6,1,999,7,999,1,9,999,6,999,999,999,10,5,10,999,7,999,999,999,999,999,999,999,10,6,999,999,999,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,10,999,8,999,7,999,999,999,9,999,999,183369317,e362903b-1e60-4488-8203-acbb0f6f8c4d,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,213
